date,campaign,clicks,impressions,ctr,cpc,conversions,cost,roas,revenue,source
2024-02-13 00:00:00 UTC,LF캠페인,736,27457,1.537881816,0.824924241,13,1388.536068,2.975523043,19795.8619,Criteo
2024-02-20 00:00:00 UTC,LF캠페인,2975,49068,3.446998568,4.131124985,13,1550.273925,1.473029207,7208.389776,Criteo
2024-03-18 00:00:00 UTC,LF캠페인,723,49065,3.799980835,3.085156759,13,3559.756956,1.581502474,14326.80445,Criteo
2024-04-21 00:00:00 UTC,LF캠페인,839,22401,3.785357154,1.390662762,13,2150.617113,1.223802912,1999.963017,Criteo
2024-04-26 00:00:00 UTC,LF캠페인,336,45710,3.164759599,1.099117966,13,525.131173,1.036586544,3326.784724,Criteo
2024-05-31 00:00:00 UTC,LF캠페인,4577,13847,3.165743576,1.942617897,13,4204.445917,2.480227261,2402.358199,Criteo
2024-08-31 00:00:00 UTC,LF캠페인,1710,37033,4.378185065,1.890299931,13,3923.728387,1.538467113,1958.960824,Criteo
2023-03-02 00:00:00 UTC,LF캠페인,4132,19543,2.895650882,1.384434749,14,4527.762828,2.951939597,4829.425877,Criteo
2023-04-09 00:00:00 UTC,LF캠페인,2774,37818,4.981851881,2.516099306,14,1899.322742,1.482876327,13614.32485,Criteo
2023-06-16 00:00:00 UTC,LF캠페인,4144,17393,3.230335232,2.857560187,14,4804.388308,2.839222914,5072.58182,Criteo
2023-09-16 00:00:00 UTC,LF캠페인,3970,5354,2.273012916,3.943714818,14,3335.097233,1.150406138,17441.71379,Criteo
2024-03-07 00:00:00 UTC,LF캠페인,3160,32875,0.937496123,2.415936829,14,4212.269899,1.577143188,14939.40127,Criteo
2024-03-09 00:00:00 UTC,LF캠페인,2055,15073,3.777827904,2.721461354,14,4224.301707,2.471747647,11557.93865,Criteo
2024-04-02 00:00:00 UTC,LF캠페인,2898,12423,3.344482388,0.984059092,14,3468.244093,2.468910487,14320.54966,Criteo
2024-04-27 00:00:00 UTC,LF캠페인,1610,6724,4.157752891,1.781465866,14,4132.612272,2.042727703,17388.22016,Criteo
2024-06-07 00:00:00 UTC,LF캠페인,777,20663,3.183130873,4.086720379,14,3186.300502,1.368859807,18783.39835,Criteo
2024-08-28 00:00:00 UTC,LF캠페인,3193,18294,4.737185531,1.330002292,14,2352.722518,1.019965002,5428.104238,Criteo
2023-01-29 00:00:00 UTC,LF캠페인,1348,23624,3.804713334,0.249327312,15,849.2513186,2.781049433,18959.5071,Criteo
2023-02-24 00:00:00 UTC,LF캠페인,1944,24205,1.286613978,2.089693519,15,4450.059797,1.781319257,1063.116444,Criteo
2023-03-30 00:00:00 UTC,LF캠페인,1827,14374,4.294189355,0.730109145,15,1417.935402,2.436136045,16750.19136,Criteo
2023-04-22 00:00:00 UTC,LF캠페인,2338,9104,1.577368973,2.950389147,15,2564.11373,1.790048953,9935.25995,Criteo
2023-06-30 00:00:00 UTC,LF캠페인,2539,16961,1.05007713,1.763799086,15,1827.015589,2.948618164,19238.14919,Criteo
2023-11-01 00:00:00 UTC,LF캠페인,3527,47635,3.365218555,2.474784928,15,4608.520501,2.691900077,12558.25115,Criteo
2023-11-11 00:00:00 UTC,LF캠페인,754,17113,2.392338167,3.838882984,15,4598.108254,2.662732134,10686.37048,Criteo
2024-01-16 00:00:00 UTC,LF캠페인,3271,33166,1.399463615,2.195825091,15,684.3727931,1.276108024,4431.725943,Criteo
2024-02-09 00:00:00 UTC,LF캠페인,2743,12223,0.835384961,0.646455257,15,2661.737616,1.987261864,8457.127617,Criteo
2024-06-11 00:00:00 UTC,LF캠페인,3103,6727,4.843928861,0.564357727,15,1487.648321,1.161986915,6798.813794,Criteo
2024-08-04 00:00:00 UTC,LF캠페인,2483,4112,1.711376768,3.685313673,15,3558.322868,1.681212394,13877.371,Criteo
2023-05-20 00:00:00 UTC,LF캠페인,3589,13193,3.137216732,2.263624124,16,3995.064833,2.054982127,8722.888535,Criteo
2023-09-21 00:00:00 UTC,LF캠페인,141,2861,2.284949992,3.173995806,16,114.2426503,1.218319692,7396.822033,Criteo
2023-11-30 00:00:00 UTC,LF캠페인,1573,17480,3.158206726,2.110025455,16,4582.332429,2.592569557,17102.37419,Criteo
2024-01-25 00:00:00 UTC,LF캠페인,1068,34633,2.857419169,3.131360352,16,3075.437997,1.574639021,12770.40378,Criteo
2024-04-30 00:00:00 UTC,LF캠페인,1064,44442,1.94300149,3.30930265,16,3025.073536,1.887603265,13500.92041,Criteo
2024-06-10 00:00:00 UTC,LF캠페인,4259,23759,4.74909235,4.852251099,16,2841.88336,1.665791357,18831.51786,Criteo
2024-06-22 00:00:00 UTC,LF캠페인,3112,16408,3.812365367,3.856485747,16,2975.352539,2.196208074,9687.859425,Criteo
2023-01-13 00:00:00 UTC,LF캠페인,3142,39565,3.690761542,1.819189368,17,4954.26344,2.213934351,10935.10676,Criteo
2023-03-17 00:00:00 UTC,LF캠페인,902,41291,2.687414794,0.802010429,17,2139.831906,1.443787198,19687.37859,Criteo
2023-04-01 00:00:00 UTC,LF캠페인,4355,10966,3.985807869,0.467363487,17,1484.877796,1.249398248,4908.553291,Criteo
2023-07-07 00:00:00 UTC,LF캠페인,1583,40107,3.049917683,4.512131411,17,2925.080864,1.131513975,2046.239659,Criteo
2023-09-09 00:00:00 UTC,LF캠페인,570,44632,3.758048322,1.883503286,17,1893.619789,2.995723692,2631.280473,Criteo
2024-04-28 00:00:00 UTC,LF캠페인,3205,16625,2.268186606,4.423265599,17,3144.936322,1.055559218,15948.65502,Criteo
2024-07-01 00:00:00 UTC,LF캠페인,4741,36890,1.195875186,1.941469255,17,1136.858238,2.298390221,5727.245211,Criteo
2023-01-02 00:00:00 UTC,LF캠페인,4065,31332,3.850769619,1.539168353,18,1626.637827,2.181971988,18480.32498,Criteo
2023-02-19 00:00:00 UTC,LF캠페인,651,10294,4.516033786,3.756392547,18,2726.389447,2.373394016,10121.87447,Criteo
2023-07-12 00:00:00 UTC,LF캠페인,3813,12581,0.591718665,0.368441806,18,1008.127421,2.017496247,2262.408058,Criteo
2023-08-03 00:00:00 UTC,LF캠페인,1712,8893,3.050506664,3.488430317,18,2310.284688,1.234217303,2909.78433,Criteo
2023-09-02 00:00:00 UTC,LF캠페인,4020,49079,1.6851512,4.442391943,18,3665.24623,2.486246511,1088.269129,Criteo
2023-12-15 00:00:00 UTC,LF캠페인,3629,28157,4.273926967,0.71317983,18,300.758092,1.560628027,10360.87686,Criteo
2024-03-01 00:00:00 UTC,LF캠페인,2711,28301,4.42129713,2.870938617,18,1042.613919,2.817125342,1083.656389,Criteo
2024-07-28 00:00:00 UTC,LF캠페인,4054,35323,1.070776414,1.676078309,18,4724.641172,2.005393678,19634.1541,Criteo
2023-04-06 00:00:00 UTC,LF캠페인,1666,3602,1.187435726,1.26670481,19,4608.789517,2.480546517,15481.22094,Criteo
2023-08-06 00:00:00 UTC,LF캠페인,657,14726,3.682747951,2.686518066,19,4342.303165,2.288328983,17695.88333,Criteo
2023-11-12 00:00:00 UTC,LF캠페인,4576,30695,1.54476239,0.742509775,19,3367.42248,1.358607799,2729.128242,Criteo
2023-12-30 00:00:00 UTC,LF캠페인,2023,39797,3.664135128,3.795325626,19,4856.027781,2.610088118,6274.156989,Criteo
2024-01-21 00:00:00 UTC,LF캠페인,4022,26516,2.732911379,2.917439901,19,531.2711157,1.861776271,9360.8031,Criteo
2024-02-04 00:00:00 UTC,LF캠페인,1794,28564,1.509526582,2.492981544,19,3243.561662,1.804894345,7992.678936,Criteo
2024-06-21 00:00:00 UTC,LF캠페인,3869,29631,3.669420498,1.080887646,19,875.5465645,2.506502699,14452.48007,Criteo
2024-08-27 00:00:00 UTC,LF캠페인,2323,14099,2.097842786,2.917438378,19,4526.060498,2.949161762,5015.304502,Criteo
2023-04-26 00:00:00 UTC,LF캠페인,2728,7961,4.70584987,3.825309539,20,512.3369529,2.557944703,16587.24597,Criteo
2023-05-24 00:00:00 UTC,LF캠페인,4042,10327,4.030483877,1.960295255,20,3110.610413,2.748350817,14223.73824,Criteo
2023-11-04 00:00:00 UTC,LF캠페인,1035,24023,3.083330023,3.865258992,20,1161.137089,1.103778056,4855.857505,Criteo
2024-01-12 00:00:00 UTC,LF캠페인,1496,23184,1.006489523,1.297042062,20,2335.889517,2.343084973,18555.55202,Criteo
2024-04-04 00:00:00 UTC,LF캠페인,3867,5409,0.579260673,3.918092558,20,941.3337473,1.15948717,8771.159396,Criteo
2023-01-19 00:00:00 UTC,LF캠페인,1679,4742,0.751938279,4.206440146,21,4550.442223,1.02549255,5378.208069,Criteo
2023-04-29 00:00:00 UTC,LF캠페인,3491,30320,1.09299391,0.895391769,21,1814.962143,2.575986513,1986.828455,Criteo
2023-06-03 00:00:00 UTC,LF캠페인,3125,3219,2.102396197,0.290439714,21,1924.89369,2.060590832,11706.16151,Criteo
2023-12-11 00:00:00 UTC,LF캠페인,3323,25369,4.231798111,4.280569656,21,2332.322927,2.066426449,18551.85373,Criteo
2024-01-19 00:00:00 UTC,LF캠페인,3973,37554,1.546709471,1.871692068,21,657.7729072,1.323228023,12350.30252,Criteo
2024-04-06 00:00:00 UTC,LF캠페인,1618,7932,2.702464062,4.57901574,21,2574.688853,1.674771464,18200.81998,Criteo
2023-03-13 00:00:00 UTC,LF캠페인,2551,19445,2.176389929,1.373099667,22,3667.991355,2.008153485,10027.7609,Criteo
2023-03-25 00:00:00 UTC,LF캠페인,2283,35616,2.941477145,3.949671852,22,4357.149349,1.28963979,13594.23596,Criteo
2023-11-23 00:00:00 UTC,LF캠페인,2415,8340,0.74223448,3.206328505,22,1045.540876,2.350295146,19216.58388,Criteo
2024-04-03 00:00:00 UTC,LF캠페인,1606,26291,0.504611183,2.483868454,22,3590.204918,2.031157745,9246.071605,Criteo
2023-01-09 00:00:00 UTC,LF캠페인,3460,3669,1.570512819,3.045593834,23,3454.441717,2.595351475,6505.732832,Criteo
2023-05-14 00:00:00 UTC,LF캠페인,520,34706,4.622865827,0.859012972,23,3773.255488,1.074931964,6390.399742,Criteo
2023-05-21 00:00:00 UTC,LF캠페인,2728,48860,2.529389914,0.237558063,23,3509.36661,1.483298178,2925.136503,Criteo
2023-06-12 00:00:00 UTC,LF캠페인,866,16407,3.210898649,4.024043701,23,966.7967555,2.609465727,4498.746882,Criteo
2023-06-27 00:00:00 UTC,LF캠페인,1786,41021,1.926043542,3.336294403,23,2251.485755,2.588507288,15396.91629,Criteo
2023-09-17 00:00:00 UTC,LF캠페인,1722,41986,0.945745906,2.805262434,23,1681.835905,2.165732551,12218.07202,Criteo
2023-12-12 00:00:00 UTC,LF캠페인,1881,43087,3.969070227,2.340953014,23,208.0942733,2.59574845,2428.396221,Criteo
2024-02-28 00:00:00 UTC,LF캠페인,3409,28144,1.647920139,4.168159951,23,627.4118024,1.226324758,1161.345086,Criteo
2024-06-24 00:00:00 UTC,LF캠페인,1988,26866,4.867700236,1.863526274,23,2175.940923,2.188205964,19667.57793,Criteo
2023-07-03 00:00:00 UTC,LF캠페인,4604,13702,3.785210377,2.290462681,24,4400.495521,2.19826199,11720.40548,Criteo
2023-10-22 00:00:00 UTC,LF캠페인,540,7538,1.919808068,3.328760544,24,1841.589957,2.644941814,13518.2461,Criteo
2023-12-24 00:00:00 UTC,LF캠페인,559,49540,4.795828909,2.525320679,24,2237.194835,1.294099994,10035.31187,Criteo
2024-05-15 00:00:00 UTC,LF캠페인,2646,7781,3.351795365,3.426117527,24,408.9568314,2.626700487,5180.149774,Criteo
2023-03-15 00:00:00 UTC,LF캠페인,480,8514,4.201008796,4.68079254,25,2995.295883,2.826641545,10756.68572,Criteo
2023-05-16 00:00:00 UTC,LF캠페인,1915,36545,0.524640464,2.400024537,25,1023.950303,2.498079891,4992.303289,Criteo
2023-09-08 00:00:00 UTC,LF캠페인,2695,23179,4.753109665,4.505316217,25,522.2548884,1.38776547,18520.46134,Criteo
2023-12-23 00:00:00 UTC,LF캠페인,1402,35173,0.623277718,3.280014948,25,1125.852804,1.857764349,4237.757175,Criteo
2024-03-03 00:00:00 UTC,LF캠페인,1672,11518,3.744678787,0.615562576,25,4185.254157,1.61934016,3364.91695,Criteo
2024-06-25 00:00:00 UTC,LF캠페인,4733,35791,3.793297562,4.039065206,25,3939.6497,1.642435521,8623.885185,Criteo
2024-06-28 00:00:00 UTC,LF캠페인,4004,48919,1.635478707,2.105598028,25,863.4537556,2.656050834,3241.629748,Criteo
2024-06-29 00:00:00 UTC,LF캠페인,4696,18553,1.724573033,1.977873341,25,2736.75811,1.630180355,17331.57545,Criteo
2023-02-05 00:00:00 UTC,LF캠페인,3261,44631,2.197394701,1.028320154,26,3779.151895,2.638529963,4933.262805,Criteo
2023-02-13 00:00:00 UTC,LF캠페인,3225,38724,1.718209151,3.157863388,26,1211.701597,2.688312148,11239.72998,Criteo
2023-02-17 00:00:00 UTC,LF캠페인,2632,48428,2.564909994,4.722194999,26,2010.909652,1.711079264,6376.6803,Criteo
2023-03-20 00:00:00 UTC,LF캠페인,1159,19304,3.08072678,1.226006039,26,293.9184145,1.086270067,1447.190475,Criteo
2023-06-14 00:00:00 UTC,LF캠페인,4647,34758,4.33937423,4.557775909,26,3069.132532,2.57668457,17169.70162,Criteo
2023-12-20 00:00:00 UTC,LF캠페인,3376,43693,0.564523642,4.954195643,26,4569.406525,2.406100574,1128.543643,Criteo
2024-06-13 00:00:00 UTC,LF캠페인,1493,6114,2.521794725,4.332983133,26,2019.250581,1.243204094,8708.219257,Criteo
2024-06-19 00:00:00 UTC,LF캠페인,3514,6075,3.006573655,1.867353053,26,776.6795937,2.319305482,16140.76662,Criteo
2023-01-27 00:00:00 UTC,LF캠페인,2960,38137,2.327136558,3.588521926,27,2386.642902,1.213410956,9542.244879,Criteo
2023-07-20 00:00:00 UTC,LF캠페인,3382,26782,1.339492422,1.583805973,27,4895.66043,1.454366225,13901.59765,Criteo
2023-09-19 00:00:00 UTC,LF캠페인,4774,25198,1.947888586,4.327248451,27,3343.50431,2.157986089,9341.843981,Criteo
2024-01-04 00:00:00 UTC,LF캠페인,4544,10477,2.395274509,1.55085798,27,1445.832254,1.782501656,11457.5524,Criteo
2024-01-17 00:00:00 UTC,LF캠페인,2427,11442,4.500782138,1.079017053,27,4647.215375,1.264557961,16932.74228,Criteo
2024-02-01 00:00:00 UTC,LF캠페인,472,5073,0.846660677,4.286022583,27,2523.992604,1.807127608,6116.757532,Criteo
2024-03-14 00:00:00 UTC,LF캠페인,2323,44587,0.814111746,3.816457695,27,602.2998214,1.464405319,7901.258291,Criteo
2023-11-18 00:00:00 UTC,LF캠페인,1267,28889,2.847648899,0.648954937,28,3666.029219,1.931899552,6479.372271,Criteo
2023-12-03 00:00:00 UTC,LF캠페인,2269,37016,0.950182216,3.180814163,28,4058.276939,1.480501693,6279.110489,Criteo
2023-12-25 00:00:00 UTC,LF캠페인,1558,36023,3.56603968,0.810639897,28,4917.351823,1.99509239,6515.97219,Criteo
2024-04-23 00:00:00 UTC,LF캠페인,2388,42689,2.797871747,0.367780797,28,3664.00825,1.991762742,5964.51042,Criteo
2024-07-30 00:00:00 UTC,LF캠페인,4740,29698,4.960729134,0.7166898,28,688.133961,1.823732763,3390.19916,Criteo
2024-08-25 00:00:00 UTC,LF캠페인,4298,3226,1.176862873,2.007632052,28,2477.184343,1.647446106,17752.01784,Criteo
2023-01-07 00:00:00 UTC,LF캠페인,4551,1382,2.623941127,1.173035249,29,3074.684058,1.802806068,14545.33832,Criteo
2023-02-07 00:00:00 UTC,LF캠페인,2880,4000,1.367503156,2.440788092,29,2745.269856,1.629648218,4105.126653,Criteo
2023-02-16 00:00:00 UTC,LF캠페인,4492,4200,0.556574058,0.600035566,29,3543.444122,2.149360744,16120.4384,Criteo
2023-04-02 00:00:00 UTC,LF캠페인,4866,7065,2.420717502,1.590240567,29,4451.088022,1.259272391,3206.610273,Criteo
2024-02-02 00:00:00 UTC,LF캠페인,4580,5462,4.833526386,4.015580006,29,3862.535721,2.345525027,12912.40488,Criteo
2024-05-20 00:00:00 UTC,LF캠페인,4540,46099,2.449976325,1.342371599,29,537.2717364,2.288213354,17937.07255,Criteo
2023-01-28 00:00:00 UTC,LF캠페인,2493,5892,4.29303403,4.367189386,30,687.8962428,2.691040191,11971.35894,Criteo
2023-03-19 00:00:00 UTC,LF캠페인,2924,13691,3.981223488,2.841014904,30,1820.544402,1.130141273,9451.753033,Criteo
2023-04-04 00:00:00 UTC,LF캠페인,2458,49607,3.712324627,1.451286814,30,2614.980642,2.436230408,8895.243163,Criteo
2023-07-08 00:00:00 UTC,LF캠페인,3463,45313,1.189217818,0.336895636,30,3455.839997,1.723997229,6725.206596,Criteo
2023-10-02 00:00:00 UTC,LF캠페인,2571,35562,1.390882836,2.033792251,30,2027.894562,2.540423301,14939.38885,Criteo
2023-12-31 00:00:00 UTC,LF캠페인,589,4191,3.855771004,2.852342472,30,4914.219205,2.670054505,18055.19109,Criteo
2024-01-06 00:00:00 UTC,LF캠페인,2775,30178,1.326393768,2.459254552,30,1450.729083,1.058026882,17255.70957,Criteo
2024-01-15 00:00:00 UTC,LF캠페인,325,13349,1.315403658,1.685238636,30,4643.294532,2.003046193,5424.789533,Criteo
2024-05-27 00:00:00 UTC,LF캠페인,1341,11089,3.678125808,2.810954111,30,4839.042293,2.324542716,8408.42425,Criteo
2024-07-11 00:00:00 UTC,LF캠페인,2251,4279,0.768723072,0.249623099,30,2861.532969,1.099092552,7423.533337,Criteo
2023-02-03 00:00:00 UTC,LF캠페인,3196,22268,2.654319064,2.755651345,31,346.0119234,1.566649669,1358.181273,Criteo
2023-03-24 00:00:00 UTC,LF캠페인,1202,46871,4.000295736,2.84582091,31,4800.847954,2.40489611,17902.63076,Criteo
2023-06-13 00:00:00 UTC,LF캠페인,2991,19219,0.776169643,3.722204055,31,2268.409649,2.812029856,3206.644682,Criteo
2023-07-13 00:00:00 UTC,LF캠페인,3717,29771,1.592325773,1.795888817,31,2540.415754,2.559730215,8111.201281,Criteo
2023-07-14 00:00:00 UTC,LF캠페인,1767,26699,4.829508122,4.375452274,31,1339.739953,1.712349968,11775.60015,Criteo
2023-08-16 00:00:00 UTC,LF캠페인,2038,44365,3.188847176,2.040313306,31,3694.751011,1.136288027,4422.135355,Criteo
2023-09-20 00:00:00 UTC,LF캠페인,308,35488,2.874028261,2.532213406,31,2554.223254,1.129254707,7881.103209,Criteo
2023-11-14 00:00:00 UTC,LF캠페인,1513,8086,2.382602026,0.572834176,31,1112.868708,2.912816221,11846.79208,Criteo
2024-01-28 00:00:00 UTC,LF캠페인,1501,18954,1.169803482,4.135291888,31,3779.383991,2.589654283,12044.65977,Criteo
2024-05-05 00:00:00 UTC,LF캠페인,2805,4203,3.291131292,4.278951267,31,994.9185303,2.208584048,3377.50607,Criteo
2024-07-25 00:00:00 UTC,LF캠페인,273,17541,1.153178506,2.469419392,31,3391.28666,2.589733684,1938.372951,Criteo
2023-07-09 00:00:00 UTC,LF캠페인,4031,14729,3.392146739,3.018130843,32,4435.846776,1.474615303,13909.08125,Criteo
2023-10-19 00:00:00 UTC,LF캠페인,4033,26109,1.705438282,1.989148462,32,917.5622085,2.611165533,1055.595661,Criteo
2023-11-17 00:00:00 UTC,LF캠페인,4212,4929,3.0583209,3.010965871,32,2149.576638,2.604858536,16995.66315,Criteo
2024-05-03 00:00:00 UTC,LF캠페인,4964,4055,2.993886385,1.271021138,32,3296.622988,1.553260235,14875.53037,Criteo
2024-05-18 00:00:00 UTC,LF캠페인,4104,26257,4.800241467,2.137789908,32,4162.661623,1.615210036,14984.30743,Criteo
2024-07-05 00:00:00 UTC,LF캠페인,2151,20756,1.523033094,4.768169643,32,1487.41079,1.46708232,13616.71418,Criteo
2024-08-22 00:00:00 UTC,LF캠페인,1779,17867,4.849138416,4.858946325,32,431.2986901,1.948635134,10492.88998,Criteo
2023-04-23 00:00:00 UTC,LF캠페인,2428,26518,3.093421755,1.174052323,33,3151.599672,2.641477323,18446.4805,Criteo
2023-06-01 00:00:00 UTC,LF캠페인,1252,42933,2.529888334,1.240502608,33,3365.240247,1.105716278,11660.16811,Criteo
2023-06-10 00:00:00 UTC,LF캠페인,4045,38644,1.785427403,1.209729145,33,841.9927998,2.495417162,8084.561386,Criteo
2023-06-20 00:00:00 UTC,LF캠페인,2331,18847,4.480926176,4.03693064,33,4967.993108,1.23959502,17741.16063,Criteo
2023-08-31 00:00:00 UTC,LF캠페인,2458,9159,3.471813542,4.263394989,33,4192.596701,2.809491198,7587.198371,Criteo
2023-10-04 00:00:00 UTC,LF캠페인,1470,2748,4.557877805,3.595111319,33,1830.400862,1.720013853,5025.071279,Criteo
2024-01-01 00:00:00 UTC,LF캠페인,1331,41535,4.544797859,2.805023751,33,595.855855,1.406581805,7528.54592,Criteo
2024-02-29 00:00:00 UTC,LF캠페인,918,22752,0.815779478,3.95572004,33,2508.820723,2.578895603,8545.738128,Criteo
2024-03-25 00:00:00 UTC,LF캠페인,4093,24336,4.074512584,1.910739434,33,2951.425797,1.245850909,12340.35026,Criteo
2024-06-08 00:00:00 UTC,LF캠페인,2103,11712,3.946991651,3.872635626,33,2481.361757,1.805986808,3507.486234,Criteo
2023-03-04 00:00:00 UTC,LF캠페인,3301,31147,2.192352292,4.873086581,34,4753.01793,2.463293764,9582.6473,Criteo
2023-07-16 00:00:00 UTC,LF캠페인,3497,13818,1.670076175,0.70680929,34,1524.42198,2.784027664,8814.004567,Criteo
2024-02-14 00:00:00 UTC,LF캠페인,3600,39472,2.744509736,1.414969044,34,1781.467783,1.215645878,5209.441045,Criteo
2024-03-19 00:00:00 UTC,LF캠페인,2507,35871,4.534824034,3.159245819,34,1913.833334,2.779234776,5057.915003,Criteo
2024-06-30 00:00:00 UTC,LF캠페인,4833,12930,3.940873619,0.693649968,34,1075.255613,2.672351556,3679.6823,Criteo
2024-08-09 00:00:00 UTC,LF캠페인,3433,31642,4.169480112,3.475722085,34,1796.079654,1.375238498,17122.91244,Criteo
2023-02-11 00:00:00 UTC,LF캠페인,689,24921,4.931893772,4.255042214,35,3136.982007,1.68886403,9330.746451,Criteo
2023-06-26 00:00:00 UTC,LF캠페인,1651,22054,2.921938403,4.540788803,35,4667.738537,1.08675063,5959.359984,Criteo
2023-07-04 00:00:00 UTC,LF캠페인,1153,26527,4.761996338,3.583537918,35,4239.571391,1.863475501,1396.028869,Criteo
2023-10-11 00:00:00 UTC,LF캠페인,3863,44599,4.928607359,2.454657706,35,167.8952641,2.247060086,3135.062543,Criteo
2024-01-08 00:00:00 UTC,LF캠페인,3078,12236,2.604883802,2.371203151,35,2970.083155,2.592860095,7592.85096,Criteo
2024-02-03 00:00:00 UTC,LF캠페인,283,1571,1.80216006,1.968286999,35,4100.707542,2.220558206,19018.43763,Criteo
2024-06-02 00:00:00 UTC,LF캠페인,651,27016,2.455590637,4.610368028,35,3162.744575,1.25342524,5415.602718,Criteo
2024-08-29 00:00:00 UTC,LF캠페인,4093,35471,0.89634628,4.925609783,35,2769.520159,2.830677224,15553.98833,Criteo
2023-06-25 00:00:00 UTC,LF캠페인,4260,39453,1.606461087,4.704321692,36,2185.090434,1.880000722,1559.710217,Criteo
2023-09-30 00:00:00 UTC,LF캠페인,1418,22697,2.740505948,0.684762,36,1317.838855,2.439468756,7914.143892,Criteo
2023-10-15 00:00:00 UTC,LF캠페인,2140,46280,0.986308702,3.772047075,36,1595.767886,2.391428057,2878.889702,Criteo
2023-12-16 00:00:00 UTC,LF캠페인,856,9007,4.947621975,0.882667648,36,4869.741023,1.344944406,13031.9449,Criteo
2024-01-02 00:00:00 UTC,LF캠페인,3713,21414,1.928493361,4.820756117,36,4340.63341,1.652406188,12750.97387,Criteo
2024-01-14 00:00:00 UTC,LF캠페인,3441,1093,4.713199124,0.542868202,36,300.3162767,1.650937954,2514.980949,Criteo
2024-05-07 00:00:00 UTC,LF캠페인,2071,9087,1.737167764,1.390626562,36,746.2640186,2.975921283,15374.96463,Criteo
2024-06-16 00:00:00 UTC,LF캠페인,4447,17899,4.459099019,0.244079644,36,2184.26312,1.783280777,18238.82271,Criteo
2024-07-26 00:00:00 UTC,LF캠페인,715,45004,3.787846965,0.389942594,36,1673.730296,2.006563184,6983.818312,Criteo
2023-01-24 00:00:00 UTC,LF캠페인,611,26048,1.119930234,4.769064439,37,1582.518435,2.44695413,8671.852326,Criteo
